Subembayment,Facility,Year,Quart,Date,Flow  (MGD),Peak Flow (MGD),TN (mg/L),TDN (mg/L),TKN (mg/L),SKN (mg/L),NO3 (mg/L),NO2 (mg/L),Total NH3 (mg/L),Urea* (mg/L),TP (mg/L),TDP (mg/L),DRP** (mg/L),TSS (mg/L),TRP (mg/L)
Central Bay,East Bay Municipal Utility District,Y 2,Q2 2014,4/17/2014,54,75,55.29,53.89,54.6,53.2,0.33,0.36,47.3,,4.3,3.5,3.5,14,
Central Bay,East Bay Municipal Utility District,Y 2,Q2 2014,5/8/2014,53,63,53.12,47.52,51.8,46.2,0.66,0.66,44.8,,3.3,2.78,2.9,33,
Central Bay,East Bay Municipal Utility District,Y 2,Q2 2014,5/22/2014,45,72,60.5,51.4,58.8,49.7,0.79,0.91,52,,4,3.28,2.2,22,
Central Bay,East Bay Municipal Utility District,Y 2,Q2 2014,6/5/2014,49,60,60.45,57.65,57.4,54.6,0.95,2.1,50.4,,3.7,3.15,3.4,25,
Central Bay,East Bay Municipal Utility District,Y 2,Q2 2014,6/19/2014,48,64,57.8,54.6,55.3,52.1,1.1,1.4,47.6,,2.3,1.59,0.76,18,
Central Bay,East Bay Municipal Utility District,Y 3,Q3 2014,7/10/2014,48,,60,,57.4,,2.6,,49.8,,5.5,,2.3,,
Central Bay,East Bay Municipal Utility District,Y 3,Q3 2014,7/24/2014,44,,45.2,,42.7,,2.5,,37,,2.3,,0.55,,
Central Bay,East Bay Municipal Utility District,Y 3,Q3 2014,8/7/2014,46,,54.7,,50.4,,4.2,,51.6,,0.96,,0.49,,
Central Bay,East Bay Municipal Utility District,Y 3,Q3 2014,8/21/2014,44,,57.8,,53.2,,4.6,,49.8,,6.9,,5.1,,
Central Bay,East Bay Municipal Utility District,Y 3,Q3 2014,9/4/2014,46,,60.4,,55.3,,5.1,,52.1,,5.7,,4,,
Central Bay,East Bay Municipal Utility District,Y 3,Q3 2014,9/18/2014,44,,57.6,,51.8,,5.8,,45.4,,3.3,,1.5,,
Central Bay,East Bay Municipal Utility District,Y 3,Q4 2014,10/2/2014,45,,60.5,,54.6,,5.9,,49.3,,7.4,,5.7,,
Central Bay,East Bay Municipal Utility District,Y 3,Q4 2014,10/16/2014,47,,48.9,,43.4,,5.5,,40.6,,1.2,,0.69,,
Central Bay,East Bay Municipal Utility District,Y 3,Q4 2014,11/6/2014,46,,57.9,,55.3,,2.6,,47.6,,6.3,,5.2,,
Central Bay,East Bay Municipal Utility District,Y 3,Q4 2014,11/20/2014,51,,51.3,,47.6,,3.6,,42.3,,2,,0.89,,
Central Bay,East Bay Municipal Utility District,Y 3,Q4 2014,12/4/2014,154,,19.6,,15.4,,4.2,,14.1,,1.6,,0.72,,
Central Bay,East Bay Municipal Utility District,Y 3,Q4 2014,12/18/2014,134,,21.4,,18.2,,3.3,,14.6,,3.2,,1.3,,
Central Bay,East Bay Municipal Utility District,Y 3,Q1 2015,1/8/2015,53,,49.8,,48.3,,1.5,,46.2,,4.2,,3.8,,
Central Bay,East Bay Municipal Utility District,Y 3,Q1 2015,1/22/2015,51,,61,,58.5,,2.5,,51.05,,3.3,,2.4,,
Central Bay,East Bay Municipal Utility District,Y 3,Q1 2015,2/5/2015,47,,54.9,,51.8,,3.1,,45.4,,4,,3.4,,
Central Bay,East Bay Municipal Utility District,Y 3,Q1 2015,2/19/2015,54,,53.1,,49.7,,3.4,,42.6,,4.5,,3,,
Central Bay,East Bay Municipal Utility District,Y 3,Q1 2015,3/5/2015,50,,56.1,,52.5,,3.5,,47.6,,4.2,,3.2,,
Central Bay,East Bay Municipal Utility District,Y 3,Q1 2015,3/19/2015,51,,55.4,,51.8,,3.6,,44.2,,3.5,,2.7,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q3 2012,7/11/2012,11.33,16.88,26.35,26.09,0.35,0.088,26,0.002,0.02,,4.7,4.6,4.7,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q3 2012,7/17/2012,11.85,18.49,27.94,27.23,0.94,0.23,27,0.002,0.02,,5,5,4.6,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q3 2012,8/5/2012,11.48,18.2,33.99,33.08,0.98,0.07,33,0.011,0.033,,5.5,5.4,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q3 2012,8/15/2012,11.6,23.6,32.34,32.35,0.33,0.34,32,0.011,0.032,,5.6,5.5,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q3 2012,9/12/2012,11.51,19.2,30.11,29.45,1.1,0.44,29,0.011,0.039,,4.3,4.2,4.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q3 2012,9/24/2012,12.42,18.391,30.22,30.12,0.21,0.11,30,0.014,0.049,,4.2,4.2,4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,10/7/2012,13.05,21.81,29.16,29.15,0.15,0.14,29,0.013,0.024,,4.49,4.45,4.4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,10/17/2012,12.447,12.8,31.08,31.08,0.07,0.07,31,0.012,0.02,,3.72,3.68,4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,10/22/2012,15.09,23.04,32.33,32.16,0.32,0.15,32,0.011,0.029,,3.71,3.64,4.1,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,11/12/2012,12.32,20.19,31.2,31.09,0.18,0.077,31,0.016,0.02,,2.76,2.67,2.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,11/19/2012,14.24,22.32,26.48,26.13,0.47,0.12,26,0.006,0.05,,3.85,3.71,3.7,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,12/5/2012,22.92,36.27,12.6,12.59,0.6,0.59,12,0.002,0.03,,1.88,1.96,0.71,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,12/11/2012,18.72,28.21,25.46,25.1,0.45,0.09,25,0.014,0.054,,3.42,3.38,3.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q4 2012,12/23/2012,23.8,36.21,16.79,16.69,0.78,0.68,16,0.009,0.02,,2.38,2.32,2.6,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q1 2013,1/2/2013,18.16,33.54,16.95,16.8,0.94,0.79,16,0.006,0.03,,2.08,2.02,2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q1 2013,1/17/2013,15.336,22.36,23.66,23.56,0.65,0.55,23,0.008,0.03,,3.66,3.61,3.8,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q1 2013,2/7/2013,14.16,21.07,19.01,19.11,1,1.1,18,0.005,0.04,,2.88,2.45,3.3,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q1 2013,2/12/2013,14.074,26.54,20.01,19.72,1,0.71,19,0.006,0.02,,3.53,3.49,3.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q1 2013,3/6/2013,13.608,18.74,20.01,20.11,1,1.1,19,0.005,0.06,,3.7,3.4,3.6,1.3,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q1 2013,3/20/2013,10.88,28.98,22.47,22.53,0.46,0.52,22,0.007,0.02,,4.1,4,3.8,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q2 2013,4/2/2013,15.212,22.577,22.78,22.5,0.77,0.49,22,0.011,0.02,,4.4,4.4,4,1.3,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q2 2013,4/8/2013,15.662,22.83,23.49,23.52,0.48,0.51,23,0.01,0.03,,3.19,3.18,4.3,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q2 2013,5/8/2013,12.633,19.02,29.17,29.22,0.15,0.2,29,0.015,0.02,,4.8,3.9,5,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q2 2013,5/14/2013,9.987,18.323,35.6,35.08,0.59,0.07,35,0.011,0.02,,4.4,4.3,3.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q2 2013,6/5/2013,9.001,18.35,33.19,33.15,0.18,0.14,33,0.013,0.02,,4.98,4.71,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 1,Q2 2013,6/11/2013,9.29,15.76,36.54,36.15,0.53,0.14,36,0.012,0.02,,4.73,4.73,4.8,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q3 2013,7/2/2013,9.97,18.5,35.12,35.08,0.11,0.07,35,0.014,0.02,,5.18,5.17,5.1,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q3 2013,7/10/2013,10.85,20.96,31.24,31.09,0.22,0.07,31,0.018,0.02,,4.51,4.38,4.3,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q3 2013,8/14/2013,10.72,21.34,35.46,35.45,0.45,0.44,35,0.014,0.02,,4.96,4.99,4.8,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q3 2013,8/27/2013,9.44,15.86,30.27,30.19,0.26,0.18,30,0.012,0.03,,5.94,4.93,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q3 2013,9/3/2013,11.49,20.21,39.71,39.69,0.088,0.07,39.6,0.023,0.04,,6.9,4.99,5,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q3 2013,9/17/2013,9.64,18.88,47.32,46.35,1.1,0.13,46.2,0.018,0.03,,5.09,4.9,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,10/9/2013,11.704,19.717,41.2,41.29,0.087,0.18,41.1,0.012,0.03,,4.76,4.7,4.5,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,10/16/2013,10.425,20.696,42.8,42.75,0.4,0.35,42.4,,0.03,,4.17,4.08,4.8,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,11/6/2013,11.007,16.632,44.81,44.79,0.2,0.18,44.6,0.011,0.03,,3.98,4.05,4.6,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,11/21/2013,13.891,21.119,35.6,35.1,0.83,0.26,34.8,0.009,0.04,,4.6,4.54,4.4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,11/26/2013,10.113,18.073,34.3,34.3,0.34,0.33,34,0.007,0.03,,4.4,4,4.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,12/4/2013,12.708,22.324,35.8,35.2,0.79,0.22,35,0.008,0.02,,4.8,4.4,4.4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q4 2013,12/10/2013,12.75,17.474,35.08,35.08,0.07,0.07,35,0.007,0.02,,4.4,4.5,4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,1/8/2014,11.777,21.504,33.08,33.1,0.07,0.09,33,0.009,0.02,,4.7,4.7,4.6,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,1/28/2014,8.73,14.738,39.19,39.21,0.18,0.2,39,0.01,0.02,,5.6,5.3,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,2/4/2014,8.372,19.223,39.23,39.41,0.22,0.4,39,0.01,0.02,,4.9,4.9,4.5,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,2/9/2014,26.827,34.276,7.1,7.3,0.35,0.07,22,0.009,0.06,,2.5,2.4,2.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,2/18/2014,13.167,21.112,24.08,24.45,0.07,0.44,24,0.014,0.08,,3.4,3.3,3.3,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,3/3/2014,19.328,29.14,21.31,20.08,1.3,0.07,20,0.005,0.02,,2.4,2.3,2.4,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q1 2014,3/11/2014,16.29,28.9144,23.08,23.23,0.07,0.22,23,0.01,0.07,,3.3,3.1,3.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,4/2/2014,21.498,19.082,24.355,24.075,0.35,0.07,24,0.005,0.05,,3.2,2.9,3,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,4/9/2014,17.074,23.0645,26.077,26.077,0.07,0.07,26,0.007,0.05,,3.3,3.2,3.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,4/15/2014,15.615,24.223,23.078,23.078,0.07,0.07,23,0.008,0.02,,3.8,3.8,3.6,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,5/6/2014,11.975,19.238,26.628,26.318,0.62,0.31,26,0.008,0.04,,4.3,4.4,4.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,5/13/2014,11.205,17.596,26.36,26.08,0.35,0.07,26,0.01,0.04,,4.4,4.3,4.2,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,6/3/2014,10.964,18.423,31.466,31.256,0.46,0.25,31,0.006,0.02,,5.2,4.9,4.9,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 2,Q2 2014,6/11/2014,10.01,18.206,24.269,24.409,0.26,0.4,24,0.009,0.03,,4.3,4.3,4.5,1,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,7/3/2014,9.438,,25.4,,,,,,0.04,,6,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,7/7/2014,9.515,,27.4,,,,,,0.02,,4.8,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,7/15/2014,7.76,,23,,,,,,0.03,,4.8,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,7/22/2014,9.8,,26.22,,,,,,0.03,,4.9,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,8/7/2014,10.989,,27,,0.07,,27,,0.03,,4.7,,4.4,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,8/11/2014,9.71,,28,,0.13,,28,,0.03,,4.5,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,8/19/2014,9.357,,28,,0.07,,28,,0.05,,4.5,,4.3,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,8/26/2014,7.69,,26,,0.07,,26,,0.02,,4.5,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,9/2/2014,8.815,,26.1,,0,,26,,0.04,,4.6,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,9/9/2014,8.495,,26.1,,1.1,,25,,0.04,,4.5,,4.6,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,9/16/2014,7.236,,28.2,,0.18,,28,,0.06,,5,,5,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q3 2014,9/22/2014,1.949,,23.1,,0.13,,23,,0.02,,4.8,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,10/7/2014,9.417,,25.4,,0.4,,25,,0.02,,4.5,,4.6,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,10/14/2014,10.608,,27.1,,0,,27,,0.02,,5.2,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,10/21/2014,11.622,,27.2,,0.22,,27,,0.08,,5,,4.9,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,10/28/2014,10.122,,26.2,,0.18,,26,,0.06,,4.9,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,11/4/2014,12.163,,28.3,,0.31,,28,,0.03,,4.2,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,11/12/2014,11.706,,30.2,,0.18,,30,,0.06,,4.8,,4.7,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,11/19/2014,9.487,,27.2,,0.18,,27,,0.05,,5.2,,4.8,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,11/26/2014,13.815,,26.7,,0.7,,26,,0.04,,4.6,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,12/2/2014,19.25,,26.1,,0,,26,,0.04,,4.7,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,12/9/2014,14.838,,20.7,,0.66,,20,,0.03,,3.2,,3.2,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,12/16/2014,30.516,,14.3,,0.31,,14,,0.04,,1.8,,1.6,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,12/23/2014,26.963,,14.4,,0.35,,14,,0.04,,2.1,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q4 2014,12/30/2014,15.441,,22.1,,0.09,,22,,0.04,,3.1,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,1/6/2015,15.379,,24.4,,0.44,,24,,0.05,,4.1,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,1/14/2015,14.45,,24.5,,0.48,,24,,0.04,,4.5,,4.4,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,1/21/2015,13.361,,25.4,,0.35,,25,,0.03,,4.8,,4.4,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,1/27/2015,13.991,,23.3,,0.26,,23,,0.04,,4,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,2/3/2015,12.313,,25.1,,0.13,,25,,0.04,,4.9,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,2/11/2015,16.912,,19.1,,0,,19,,0.03,,3.7,,3.8,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,2/17/2015,15.263,,21.4,,0.35,,21,,0.03,,3.6,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,2/25/2015,13.992,,23.5,,0.48,,23,,0.03,,4.4,,4.3,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,3/4/2015,13.615,,21.5,,0.48,,21,,0.03,,4.4,,,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,3/10/2015,13.186,,23.5,,0.48,,23,,0.02,,4.5,,4.5,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,3/18/2015,12.418,,24.1,,0.13,,24,,0.04,,5.1,,4.9,,
Suisun Bay,Fairfield - Suisun Sewer District,Y 3,Q1 2015,3/24/2015,12.746,,24.2,,0.18,,24,,0.03,,5.4,,,,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q3 2012,7/25/2012,2.87,4.08,38.3,36.3,35,33,3.2,0.1,32,,3.9,3.4,4,20,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q3 2012,8/14/2012,2.83,3.91,38.1,38.1,29,29,7.1,2,27,,3.6,3.5,3.3,7.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q3 2012,9/12/2012,2.84,4.75,45.5,44.5,33,32,9.5,3,30,,4.2,4.1,3.7,10,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q4 2012,10/18/2012,2.85,4.43,28.01,27.01,23,22,5,0.01,21,,3.3,3.2,3,15.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q4 2012,11/15/2012,2.63,4.4,27.5,26.5,15,14,9.5,3,13,,3.5,3.4,3.1,8.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q4 2012,12/11/2012,2.73,4.4,27.7,34.7,18,25,7.7,2,14,,1.6,2.4,2.2,18.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q1 2013,1/22/2013,2.68,3.71,30.8,28.8,28,26,1.8,1,25,,2.8,2.6,2.3,10.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q1 2013,2/21/2013,2.5,3.94,27,27,14,14,10,3,12,,2.5,2.2,2.3,7,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q1 2013,3/21/2013,2.46,4.3,40.4,39.4,22,21,14.4,4,19,,3.5,3.2,3.1,15.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q2 2013,4/18/2013,2.45,4.5,28,27,17,16,9,2,15,,3.4,3.5,3.5,13,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q2 2013,5/15/2013,2.47,4.24,41.3,40.3,27,26,12.3,2,24,,3.5,3.1,1.5,6.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 1,Q2 2013,6/13/2013,2.48,3.79,43.6,42.6,28,27,10.6,5,25,,4.6,4.4,4.1,10,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q3 2013,7/25/2013,2.51,3.8,26.8,29.8,19,22,5.8,2,16,,2.9,2.8,2.8,5.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q3 2013,8/7/2013,2.52,3.85,34.9,33.9,26,25,6.9,2,22,,3.3,3.8,3.1,7.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q3 2013,9/5/2013,2.51,4.4,50.8,51.8,27,28,17.8,6,24,,1.9,1.7,2.4,5.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q4 2013,10/16/2013,2.43,4.8,38.7,38.7,30,30,6.7,2,25,,1.9,1.8,1.6,13.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q4 2013,11/7/2013,2.41,4.93,37.8,38.8,19,20,13.8,5,19,,1.9,1.7,1.7,6,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q4 2013,12/16/2013,2.58,4.65,29.8,29.8,25,25,2.8,2,21,,1.6,1.5,1.4,5.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q1 2014,1/9/2014,2.4,3.95,39.2,39.2,32,32,4.2,3,32,,1.8,1.7,1.7,10,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q1 2014,2/10/2014,4.46,6.19,11.6,10.9,9.2,8.5,1.4,1,14,,0.69,0.5,0.44,6,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q1 2014,3/27/2014,2.77,4.6,33.1,32.1,24,23,6.1,3,24,,2.1,1.9,1.8,5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q2 2014,4/10/2014,2.56,3.71,29.7,28.7,17,16,8.7,4,17,,1.7,1.6,1.5,4.5,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q2 2014,5/21/2014,2.32,4.1,32.9,33.9,23,24,6.9,3,23,,2.2,2,2,6,
San Pablo Bay,Pinole-Hercules WPCP,Y 2,Q2 2014,6/13/2014,2.32,3.68,34,36,16,18,14,4,17,,2.3,2.3,2.5,6,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q3 2014,9/11/2014,2.208,,34,,27,,7.7,,24,,2,,,,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q4 2014,10/9/2014,2.211,,41,,32,,8.4,,26,,1.6,,1.4,,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q4 2014,11/6/2014,2.207,,39,,34,,4.4,,26,,1.7,,2.1,,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q4 2014,12/9/2014,2.55,,34,,34,,0.73,,26,,1.1,,0.44,,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q1 2015,1/15/2015,2.329,,37,,29,,7.3,,26,,1.8,,1.8,,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q1 2015,2/10/2015,3.03,,21,,14,,7.5,,12,,0.46,,0.23,,
San Pablo Bay,Pinole-Hercules WPCP,Y 3,Q1 2015,3/12/2015,2.305,,39,,32,,6.6,,30,,1.9,,1.6,,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q3 2012,7/27/2012,2.06,3.66,27.18,26.58,3.1,2.5,24,0.08,1.6,,5.7,4.4,4.4,1.6,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q4 2012,11/26/2012,2.4,3.9,24.15,23.85,4,3.7,20,0.15,2.6,,4,3.8,3.6,4,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q4 2012,12/20/2012,2.9,4.9,21.75,21.75,4.6,4.6,17,0.15,4,,3.2,3.1,2.8,4.2,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q1 2013,1/7/2013,3.4,5.2,18.92,18.42,2.8,2.3,16,0.12,1.4,,2.6,2.5,2.2,2.5,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q1 2013,2/21/2013,2.8,4.1,31.431,30.831,2.4,1.8,29,0.031,0.87,,4.1,4,3.9,3.6,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q1 2013,3/25/2013,2.5,4.1,31.375,30.575,3.3,2.5,28,0.075,2.4,,4.6,4.6,4.2,5.4,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 1,Q2 2013,4/24/2013,2.45,3.89,30.83,29.94,1.7,0.81,29,0.13,1.2,,4.8,4.7,4.1,8.3,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q3 2013,9/13/2013,2.071,3.371,26.18,25.58,4,3.4,22,0.18,4.2,,4.8,4.7,4.3,4.6,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q4 2013,11/24/2013,2.29,3.65,28.32,26.72,3.2,1.6,25,0.12,2.5,,4.4,4.1,4.1,3.9,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q4 2013,12/19/2013,2.16,3.11,33.68,31.08,5.5,2.9,28,0.18,5.5,,5.1,2.9,4.4,2.4,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q1 2014,1/30/2014,2.24,3.6,38.49,37.99,4.3,3.8,34,0.19,4.6,,5.3,5,5.2,4.8,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q1 2014,2/10/2014,3.41,6.06,17.44,15.84,6.3,4.7,11,0.14,3.3,,1.5,1.1,1.2,14.8,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q1 2014,3/17/2014,1.31,3.22,25.36,27.26,2.2,4.1,23,0.16,3.4,,4.1,4.1,4,3.2,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 2,Q2 2014,4/10/2014,2.847,4.58,24.9,23.32,1.8,0.22,23,0.1,1.2,,3.9,3.6,3.6,4.2,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 3,Q4 2014,11/10/2014,1.8,,35.9,,4.7,,31.2,,5.5,,5.5,,5.5,,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 3,Q4 2014,12/10/2014,4,,25.2,,2.1,,23.1,,1.9,,3.1,,3.2,,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 3,Q1 2015,1/15/2015,2.3,,32,,8.8,,23.2,,7.8,,5,,4.6,,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 3,Q1 2015,2/11/2015,3.38,,19.3,,2.2,,17.1,,1.4,,2,,2.3,,
San Pablo Bay,Las Gallinas Valley Sanitary District,Y 3,Q1 2015,3/10/2015,2.2,,24.1,,5.9,,18.2,,0.19,,5,,4.4,,
South Bay,City of Millbrae WPCP,Y 1,Q3 2012,7/3/2012,1.42,1.68,42,41.56,41,41,0.14,0.42,41,,4.1,3.5,3.6,13,
South Bay,City of Millbrae WPCP,Y 1,Q3 2012,8/8/2012,1.08,3.69,43,43.19,43,43,0.17,0.017,36,,3.1,2.8,2.7,7,
